Rooms,Price
6.984126984126984,4.526
6.238137082601054,3.585
8.288135593220339,3.521
5.8173515981735155,3.413
6.281853281853282,3.422
4.761658031088083,2.697
4.9319066147859925,2.992
4.797527047913447,2.414
4.294117647058823,2.267
4.970588235294118,2.611
5.477611940298507,2.815
4.772479564032698,2.418
5.322649572649572,2.135
4.0,1.913
4.262903225806451,1.592
4.242424242424242,1.4
5.9395770392749245,1.525
4.052805280528053,1.555
5.343675417661098,1.587
5.465454545454546,1.629
4.524096385542169,1.475
4.478142076502732,1.598
5.096234309623431,1.139
5.193846153846154,0.997
5.270142180094787,1.326
4.495798319327731,1.075
4.7280334728033475,0.938
4.7808564231738035,1.055
4.40169133192389,1.089
4.703225806451613,1.32
5.068783068783069,1.223
4.882086167800454,1.152
5.737313432835821,1.104
5.0303951367781155,1.049
4.972014925373134,1.097
4.6022727272727275,0.972
4.807486631016043,1.045
3.7493796526054592,1.039
4.757281553398058,1.914
3.4942528735632186,1.76
4.215189873417722,1.554
3.7590361445783134,1.5
3.7724867724867726,1.188
4.797979797979798,1.888
4.941780821917808,1.844
4.335078534031414,1.823
3.700657894736842,1.425
3.9802371541501977,1.375
3.9,1.875
2.6875,1.125
2.045662100456621,1.719
4.58968058968059,0.938
4.473611111111111,0.975
4.075,1.042
5.021459227467811,0.875
4.295454545454546,0.831
4.77992277992278,0.875
6.102459016393443,0.853
4.5625,0.803
2.7719298245614037,0.6
5.994652406417113,0.757
5.869565217391305,0.75
6.229508196721311,0.861
7.69811320754717,0.761
6.225563909774436,0.735
5.401069518716578,0.784
4.382530120481928,0.844
6.98639455782313,0.813
6.975609756097561,0.85
4.584288052373159,1.292
6.047244094488189,0.825
3.375451263537906,0.952
5.552631578947368,0.75
1.7142857142857142,0.675
6.2781954887218046,1.375
2.8177676537585423,1.775
5.724950884086444,1.021
5.830917874396135,1.083
5.369230769230769,1.125
4.412903225806452,1.313
3.1972318339100347,1.625
3.75,1.125
3.9080459770114944,1.125
2.490322580645161,1.375
5.609467455621302,1.188
6.721739130434782,0.982
2.3157894736842106,1.188
2.6515151515151514,1.625
2.6923076923076925,1.375
2.929411764705882,5.00001
2.74585635359116,1.625
2.4431818181818183,1.375
2.823529411764706,1.625
3.493377483443709,1.875
3.6723768736616704,1.792
2.294016358157555,1.3
3.8949152542372882,1.838
3.681318681318681,1.25
2.9456,1.7
3.7071428571428573,1.931
3.7248,2.578
3.8784235136940546,2.734
3.745614035087719,2.375
3.5154975530179446,3.5
3.281721632196758,3.357
6.184426229508197,3.134
4.442982456140351,2.685
4.165876777251185,2.594
4.848189415041783,2.757
4.160847880299252,2.25
5.628458498023716,2.625
3.7270058708414875,2.185
3.2530813475760065,2.55
4.578034682080925,2.241
3.822274881516588,2.431
4.3951890034364265,2.316
3.0234798314268514,2.185
4.040501446480231,2.341
6.742627345844504,3.276
6.546391752577319,3.476
6.851063829787234,3.661
7.1063829787234045,3.35
6.947890818858561,3.736
6.358558558558559,3.895
7.11716621253406,3.911
5.5303347280334725,3.373
6.127348643006263,2.952
5.735343383584589,2.923
7.631498470948012,4.115
6.446064139941691,3.115
6.125,3.259
8.335051546391753,3.926
6.467268623024831,3.193
6.6122715404699735,3.333
6.978947368421053,3.352
7.530805687203792,3.512
6.657992565055762,3.689
6.977186311787072,3.659
6.982954545454546,3.667
7.54,3.628
5.615384615384615,4.833
6.785714285714286,3.314
6.957746478873239,3.235
5.132246376811594,2.167
4.628336755646817,2.331
6.200892857142857,2.964
6.39935064935065,2.737
4.745652173913044,2.277
5.183673469387755,1.996
5.283495145631068,2.398
5.952941176470588,2.701
5.65067178502879,3.021
4.429193899782135,2.695
6.727699530516432,3.147
7.7026315789473685,3.901
8.972868217054264,4.103
7.599388379204893,3.524
5.8203125,2.873
7.994318181818182,3.487
4.333333333333333,2.438
5.074285714285714,2.115
4.276639344262295,2.184
4.851351351351352,2.699
4.326639892904953,2.188
4.059113300492611,2.25
3.2742382271468142,2.5
3.5617433414043584,1.714
3.1927554980595083,1.938
3.804195804195804,1.25
3.882608695652174,0.975
3.2091836734693877,1.25
3.6887052341597797,1.388
3.0902394106813995,1.167
3.639751552795031,1.518
4.368421052631579,1.27
4.585014409221902,1.286
4.7343283582089555,1.406
3.693140794223827,1.827
4.638132295719845,1.469
4.496259351620948,1.228
4.192023633677991,1.693
4.209677419354839,1.266
4.0561224489795915,1.279
4.20722891566265,1.235
4.4714285714285715,1.119
4.844029244516653,1.128
4.327669902912621,1.079
3.7984790874524714,1.375
3.776349614395887,1.055
4.528052805280528,0.955
4.011904761904762,1.161
4.554621848739496,1.122
3.1818181818181817,0.75
3.747967479674797,1.125
3.973568281938326,1.25
3.510355029585799,1.15
2.8333333333333335,0.95
4.38996138996139,0.964
4.202185792349726,0.72
3.746031746031746,0.713
4.046948356807512,0.808
4.0251572327044025,1.288
3.2420091324200913,1.125
3.8666666666666667,1.194
3.1158455392809588,1.181
4.944606413994169,1.225
5.365296803652968,1.063
4.479923518164436,1.325
4.357142857142857,1.227
5.054347826086956,1.133
5.466911764705882,1.095
4.998540145985402,1.647
3.9076923076923076,1.25
4.489563567362429,1.247
4.306603773584905,1.367
4.626707132018209,1.417
4.823529411764706,1.5
5.284246575342466,1.388
4.5813953488372094,1.392
4.520725388601036,1.438
4.316810344827586,1.565
4.524663677130045,1.51
6.6923076923076925,2.73
5.772388059701493,2.171
4.984419263456091,1.871
6.088235294117647,2.396
5.242063492063492,2.297
7.117647058823529,2.573
5.837349397590361,2.469
5.260869565217392,1.799
4.51063829787234,1.696
5.1152882205513786,2.033
6.5451263537906135,2.634
5.986784140969163,2.318
4.699551569506727,1.405
4.62051282051282,1.26
4.2,1.22
3.30142566191446,1.347
4.462025316455696,1.394
4.210416666666666,1.154
3.9349736379613356,1.373
5.4907063197026025,1.37
4.310204081632653,1.426
3.6653061224489796,1.375
4.865573770491803,1.117
4.181818181818182,1.268
3.6556016597510372,1.113
3.6592592592592594,1.148
4.036363636363636,1.023
3.38989898989899,1.319
4.1653944020356235,1.191
4.733333333333333,0.806
4.313868613138686,0.806
5.0,0.888
4.703933747412008,1.024
3.4858757062146895,0.987
3.6714801444043323,1.0
3.543726235741445,0.923
5.007448789571694,0.948
4.536656891495602,1.02
5.4373522458628845,1.584
4.659574468085107,1.216
4.939153439153439,1.291
5.020661157024794,1.214
4.399491094147582,1.028
6.107142857142857,1.6
5.105882352941176,1.439
5.585131894484412,1.512
6.645333333333333,1.644
5.956639566395664,1.565
3.021276595744681,2.25
5.660287081339713,1.742
5.631578947368421,1.669
5.400611620795107,1.635
5.820754716981132,2.53
6.593457943925234,2.407
6.410334346504559,2.081
4.80078125,1.981
4.746268656716418,1.728
6.176691729323308,3.367
6.948717948717949,3.182
7.064024390243903,2.858
7.589506172839506,2.93
6.528723945094052,3.71
5.707865168539326,1.573
4.731152204836415,1.353
4.877149877149877,1.367
5.78169014084507,1.607
4.933701657458563,1.406
5.396694214876033,1.44
5.761467889908257,1.619
5.427777777777778,1.563
6.052083333333333,1.76
5.0094936708860756,1.458
5.0062111801242235,1.419
5.3628318584070795,0.907
4.490140845070423,0.906
5.544502617801047,1.079
4.921875,1.07
4.983050847457627,0.982
4.82520325203252,0.895
4.569696969696969,0.938
5.117516629711751,0.967
5.789808917197452,0.975
4.402985074626866,0.973
5.498637602179836,0.912
5.08550185873606,0.914
4.953068592057762,0.962
4.810502283105023,1.201
4.775956284153006,1.0
5.782857142857143,0.947
4.0,0.857
4.484581497797357,0.893
5.306590257879656,1.014
5.7924528301886795,0.725
4.198312236286919,0.741
4.556390977443609,0.7
4.017991004497751,0.846
4.253561253561253,0.818
4.244230769230769,0.814
5.283950617283951,0.818
4.267326732673268,0.858
5.327044025157233,0.871
4.3983739837398375,0.835
4.368852459016393,0.797
4.561290322580645,0.834
5.32404181184669,0.847
4.590909090909091,0.8
4.8807017543859645,0.764
4.029411764705882,0.797
5.223076923076923,0.824
3.896135265700483,0.977
3.3795620437956204,0.972
4.569832402234637,1.016
4.319648093841642,0.865
4.623853211009174,0.905
4.56,1.076
4.320224719101123,0.842
5.940677966101695,0.889
4.125,0.807
4.825641025641025,0.871
3.83011583011583,0.851
3.8076923076923075,0.82
7.506666666666667,0.828
4.863849765258216,0.846
6.307228915662651,0.821
4.475524475524476,0.893
5.186274509803922,0.983
5.465217391304348,0.923
4.7952755905511815,0.888
5.017191977077364,0.9
4.75,0.955
5.097510373443983,0.917
5.394594594594595,1.004
4.926900584795321,0.948
6.049668874172186,1.643
5.358381502890174,1.555
6.7518518518518515,1.969
6.27887323943662,2.791
7.170616113744076,2.528
6.127579737335835,2.754
8.26027397260274,2.5
7.284403669724771,3.298
6.330275229357798,1.955
6.603960396039604,2.559
8.28,3.111
8.258064516129032,3.3
6.790123456790123,2.489
6.194805194805195,1.429
5.666666666666667,1.263
5.854984894259819,1.358
4.481675392670157,1.306
4.637305699481865,1.079
4.57037037037037,1.111
5.084558823529412,1.22
4.698581560283688,1.18
4.7011494252873565,0.952
5.015037593984962,0.943
4.367857142857143,0.925
5.324324324324325,0.918
5.2,1.094
4.876777251184834,1.295
5.354166666666667,1.434
4.963855421686747,0.982
5.102325581395349,1.031
5.436440677966102,2.768
5.608391608391608,2.709
5.962864721485412,2.462
4.445972495088409,2.242
4.819018404907975,2.291
4.053333333333334,2.116
4.43542757417103,2.561
3.902173913043478,2.063
4.538181818181818,2.213
5.045112781954887,2.074
3.3127705627705626,3.5
4.556034482758621,2.182
5.334801762114537,2.167
6.398692810457517,2.706
6.115902964959568,2.614
5.520958083832335,2.613
5.148936170212766,2.322
6.4453125,3.754
6.690972222222222,3.573
7.56,3.744
7.639830508474576,3.588
8.067193675889328,4.175
8.345205479452055,4.305
7.42948717948718,3.629
8.209016393442623,3.97
6.749253731343283,3.468
7.291666666666667,3.271
6.273712737127371,2.901
6.764705882352941,2.92
5.371663244353183,2.709
7.436619718309859,3.711
7.272058823529412,3.356
6.132596685082873,3.713
6.2154696132596685,3.44
6.662337662337662,3.422
7.353174603174603,3.709
6.666666666666667,3.5
6.390625,3.686
6.314356435643564,3.918
5.981432360742706,4.153
5.4106280193236715,2.849
4.613079019073569,2.875
4.094545454545455,2.729
5.377155172413793,2.596
5.763285024154589,2.545
5.376146788990826,2.356
5.564432989690721,2.184
4.978947368421053,2.292
4.458823529411765,1.921
4.342105263157895,1.793
3.3065693430656933,1.875
4.173469387755102,1.388
5.03,1.5
3.8984375,1.406
4.5,1.2
4.6394366197183095,1.448
4.565789473684211,1.448
5.563953488372093,2.455
4.4961832061068705,2.0
3.888675623800384,1.737
3.544573643410853,1.856
4.387254901960785,1.826
4.701970443349754,2.279
4.477037037037037,2.207
4.122969837587007,2.12
3.199771689497717,2.714
3.447058823529412,2.688
4.251623376623376,2.778
4.614457831325301,3.325
4.1239092495637,3.389
3.386215864759428,2.875
5.569105691056911,3.846
4.161137440758294,3.714
2.5241090146750524,3.5
2.436,5.00001
3.105714285714286,1.75
2.922023182297155,2.417
3.218,2.167
3.857142857142857,2.113
4.443804034582133,2.102
4.962962962962963,1.964
5.348082595870206,1.917
4.222602739726027,1.823
3.5610098176718092,1.75
3.9470404984423677,1.659
4.475806451612903,1.569
4.794797687861272,1.643
5.174418604651163,1.5
4.413854351687389,1.505
4.564044943820225,1.699
4.822368421052632,1.474
5.002227171492205,1.527
4.956521739130435,1.827
5.583798882681564,1.793
4.727987421383648,1.577
3.897887323943662,1.531
4.074906367041199,2.5
4.765714285714286,2.063
4.846575342465753,2.188
4.20985401459854,1.982
2.962686567164179,2.536
4.404282115869018,2.574
5.5581737849779085,2.895
5.368029739776952,2.417
4.690631808278867,4.896
6.876237623762377,4.462
5.793220338983051,4.563
3.5345211581291758,3.368
7.794392523364486,5.00001
7.512096774193548,5.00001
6.861016949152543,3.769
4.792052980132451,3.096
5.001226993865031,1.823
6.371165644171779,1.727
5.015686274509804,1.508
5.43801652892562,1.536
4.35064935064935,1.063
4.310344827586207,1.423
4.621212121212121,1.194
5.0245098039215685,1.479
4.427038626609442,1.329
4.521739130434782,1.325
4.0627450980392155,1.269
3.5860555826426133,1.438
8.282548476454293,5.00001
7.911111111111111,5.00001
8.928358208955224,5.00001
9.210227272727273,5.00001
8.268292682926829,4.661
9.122715404699738,5.00001
7.740088105726873,4.578
7.75,4.716
9.0,5.00001
7.048076923076923,3.986
6.21608040201005,3.407
5.862934362934363,2.899
7.068535825545172,3.353
8.123456790123457,3.33
5.170403587443946,2.41
4.825,1.896
4.587131367292225,2.063
4.673721340388007,2.157
4.8279069767441865,2.102
5.784090909090909,2.088
5.436708860759493,1.979
4.663461538461538,2.013
4.837962962962963,1.908
5.313207547169811,2.079
4.611320754716981,2.153
4.0874125874125875,2.129
4.156378600823046,2.927
4.847953216374269,2.75
5.740845070422536,2.0
4.048703849175177,1.734
4.136666666666667,1.022
4.230547550432276,2.208
4.13768115942029,2.428
4.333333333333333,2.654
4.5474006116207955,2.19
5.585284280936455,2.821
5.188940092165899,3.72
4.768595041322314,2.258
3.7417943107221006,2.208
4.61003861003861,2.345
4.844943820224719,2.542
5.269360269360269,3.518
5.011764705882353,2.75
7.034883720930233,4.054
5.0774818401937045,2.281
3.8742138364779874,2.34
3.5902255639097747,1.625
4.111111111111111,2.434
5.6280373831775705,2.738
5.9602272727272725,2.485
5.305084745762712,2.44
4.139013452914798,2.409
6.739130434782608,3.063
5.753731343283582,2.4
6.102739726027397,2.471
5.082810539523212,2.866
5.068965517241379,2.667
4.934959349593496,2.298
6.185542168674699,2.293
5.693117408906883,2.284
4.907692307692308,2.062
6.8557763061074315,3.507
4.409298780487805,2.31
4.550632911392405,2.529
4.65566037735849,3.539
4.933970460469157,2.917
3.5460122699386503,1.0
7.133034379671151,3.416
7.0234375,4.125
6.693761814744802,2.486
6.696296296296296,2.549
6.327472527472527,2.415
6.619834710743802,2.952
7.4203454894433785,3.404
6.746594005449591,2.747
6.057534246575343,2.386
7.256130790190736,2.664
7.425714285714286,3.302
5.5787545787545785,2.068
4.996638655462185,2.092
5.484154929577465,1.958
6.851301115241636,2.535
6.240121580547113,2.418
6.51207729468599,2.525
6.657794676806084,2.639
5.524916943521594,2.27
5.699386503067485,2.209
6.6292682926829265,2.593
5.126353790613718,2.325
6.0095238095238095,2.316
5.072727272727272,2.094
4.899135446685879,2.232
4.791549295774648,2.099
4.198858230256898,2.082
4.173913043478261,2.038
5.032119914346895,1.957
4.5667953667953665,1.905
5.545774647887324,1.81
5.795081967213115,1.849
4.136585365853659,1.908
4.567365269461078,2.422
5.37,1.883
5.2690909090909095,1.835
5.578125,2.042
6.66412213740458,2.519
5.1875,1.875
5.485436893203883,1.982
6.060869565217391,2.19
7.188811188811189,2.75
5.105978260869565,2.454
4.972413793103448,1.775
4.412987012987013,1.716
5.325342465753424,1.833
5.381642512077295,1.75
4.911475409836066,1.567
5.377777777777778,1.575
4.494949494949495,1.798
5.0847784200385355,2.055
4.88,1.789
6.224137931034483,2.625
4.530120481927711,1.65
4.737024221453288,1.597
5.158536585365853,1.583
4.2133891213389125,1.448
4.79467680608365,1.663
5.956521739130435,1.91
4.970149253731344,1.75
4.5958762886597935,1.375
3.8656195462478187,1.417
4.263852242744063,2.109
4.473684210526316,1.983
4.333679833679834,1.574
6.059880239520958,2.647
4.881019830028329,2.184
6.1521739130434785,2.351
7.392592592592592,3.418
7.209068010075566,3.673
5.5688775510204085,2.435
4.938095238095238,1.679
6.631578947368421,3.712
5.954545454545454,2.189
5.633064516129032,2.027
5.213963963963964,1.862
4.661849710982659,1.889
5.262962962962963,1.8
4.273668639053255,2.027
3.9214195183776934,1.817
3.7404214559386975,1.668
5.599264705882353,1.837
5.001422475106685,2.18
5.453551912568306,1.915
5.609195402298851,1.947
4.433333333333334,1.872
4.132264529058117,2.231
3.701399688958009,2.713
5.297071129707113,1.941
5.907651715039578,1.904
5.219269102990033,1.891
5.612612612612613,1.846
5.438405797101449,1.973
6.4104803493449785,1.926
4.9035087719298245,1.922
4.875555555555556,1.946
5.527331189710611,1.935
4.848066298342541,2.026
4.792613636363637,0.833
6.180327868852459,2.126
5.204488778054863,1.878
5.229681978798586,2.057
5.786516853932584,1.929
5.415637860082304,2.052
5.903394255874674,2.134
4.985074626865671,1.836
3.857657657657658,1.784
5.497528830313015,2.192
5.070063694267516,1.831
4.82680412371134,1.571
4.290322580645161,1.578
4.772151898734177,1.617
4.027681660899654,1.521
4.66,1.449
4.62453531598513,1.799
5.001865671641791,1.791
4.309153713298791,1.599
3.8126410835214446,1.614
3.8402366863905324,1.704
3.7196132596685083,1.375
4.633540372670807,1.784
3.954692556634304,1.552
4.763754045307444,1.609
4.718220338983051,1.673
6.451612903225806,3.4
7.502923976608187,4.31
4.267015706806283,3.011
5.248995983935743,2.419
4.779040404040404,1.625
5.769886363636363,2.992
6.443322981366459,3.155
5.809891808346213,2.168
4.211136890951276,2.181
5.126074498567335,1.703
8.518248175182482,2.75
4.29489291598023,1.841
3.2434210526315788,1.6
4.064935064935065,1.75
4.401273885350318,1.975
4.166666666666667,1.5
4.32037037037037,2.056
3.9271948608137044,1.703
4.829351535836177,1.909
4.172839506172839,1.969
4.723214285714286,1.74
4.2494623655913975,1.702
4.4475,1.809
4.052048726467331,1.505
4.863753213367609,1.671
4.370535714285714,1.489
5.8164794007490634,1.964
6.432,1.911
5.702702702702703,1.875
5.461152882205514,1.806
5.822274881516588,1.828
5.3541147132169575,1.793
5.109756097560975,1.794
5.5315985130111525,2.103
6.072,1.923
6.338461538461538,1.981
6.1193415637860085,1.962
6.0602409638554215,1.816
6.0,1.869
5.8121546961325965,1.883
5.514195583596215,1.84
4.9409221902017295,1.847
5.401503759398496,1.799
4.620535714285714,1.672
4.307254623044097,1.654
4.03150912106136,1.54
4.328451882845188,1.535
4.944649446494465,1.354
4.233576642335766,1.583
5.926470588235294,2.407
5.224764468371467,1.807
5.258116883116883,2.306
4.698717948717949,2.108
5.340101522842639,1.653
7.0,2.542
7.228915662650603,3.326
6.299479166666667,3.5
3.8841567291311754,1.612
4.828214971209213,1.793
4.345505617977528,1.543
4.45945945945946,1.618
3.8629715165511933,1.619
4.847593582887701,1.654
4.5697940503432495,1.666
4.37378640776699,1.497
4.604026845637584,1.621
4.361607142857143,1.526
4.148264984227129,1.952
6.141304347826087,1.906
6.103092783505154,1.938
5.857142857142857,2.006
4.218905472636816,1.5
5.576923076923077,1.853
5.869565217391305,1.727
4.421461897356143,1.741
5.065868263473054,1.944
6.41726618705036,2.067
5.633228840125392,2.045
5.0,1.75
6.48,1.375
5.119732785200411,1.872
5.055674518201285,1.736
4.7103825136612025,1.63
5.905994550408719,3.316
4.940199335548173,1.976
4.815013404825737,1.979
5.6103896103896105,2.281
5.85140562248996,1.895
5.404109589041096,1.842
5.323529411764706,1.809
5.403225806451613,1.72
4.938053097345133,1.779
6.955719557195572,1.731
5.9,1.726
4.73225516621743,1.821
4.538277511961723,1.795
4.145945945945946,1.76
4.6375838926174495,1.926
4.9125,1.827
4.006151742993849,1.349
4.017316017316017,1.576
5.248259860788863,1.909
5.205673758865248,1.582
3.8488372093023258,3.5
4.216494845360825,1.582
5.2727272727272725,1.461
5.987421383647798,2.267
5.92,1.987
5.624288425047438,2.212
5.863636363636363,2.085
4.902985074626866,2.042
5.099337748344371,1.932
6.362745098039215,2.095
5.01423487544484,1.649
5.738589211618257,1.614
5.3534883720930235,1.87
4.859459459459459,1.904
5.182080924855492,1.566
4.5181818181818185,1.573
5.729970326409496,1.681
5.141280353200883,1.776
5.2063615205585725,2.089
5.326923076923077,1.692
4.678062678062678,1.639
5.22258064516129,1.647
4.831775700934579,1.569
6.305220883534137,1.688
4.991769547325103,1.741
5.833865814696486,2.065
5.724050632911393,2.039
5.21479374110953,2.17
4.831360946745562,1.596
4.931350114416476,1.598
4.316666666666666,1.543
3.948170731707317,1.496
5.664179104477612,1.886
5.504983388704319,2.385
5.85408560311284,2.353
6.016166281755196,2.614
6.314565483476132,2.344
5.567741935483871,2.317
5.115492957746479,1.563
4.882575757575758,2.22
6.282926829268293,2.544
6.157303370786517,2.443
5.992537313432836,2.47
6.862704918032787,2.365
5.3215926493108725,1.514
5.502906976744186,2.137
6.326007326007326,2.436
4.900313971742543,2.125
5.339331619537275,2.147
3.652037617554859,2.132
5.350061199510404,2.56
5.624161073825503,2.375
4.1923076923076925,1.781
5.981969486823855,2.318
4.184782608695652,1.479
4.850318471337579,1.917
5.503168567807351,2.476
6.395348837209302,2.835
4.231794871794872,2.169
5.934020618556701,2.825
6.402616279069767,2.956
5.689848963821566,2.818
5.72409823484267,2.698
